baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type
ENSG00000113360	6360.98113642637	-0.508757599941047	0.129179051601483	-3.93839088949624	8.20298813504246e-05	0.00116897515133907	NOT
ENSG00000162733	5564.30617163202	1.05199564012766	0.267661202301347	3.93032546772793	8.48309528955215e-05	0.00116897515133907	UP
ENSG00000163605	2082.52683220533	-0.372972630832374	0.0949346736167691	-3.92872926848609	8.53959120296401e-05	0.00116897515133907	NOT
ENSG00000204580	8459.85046831174	-0.807822286188815	0.206734558962893	-3.90753384553287	9.32429831859863e-05	0.00124864516614277	NOT
ENSG00000116016	13208.8218055157	1.07848295724429	0.279078598748411	3.86444163787903	0.000111343607389456	0.00145931196067882	UP
ENSG00000163659	4326.63471560809	0.954894452003857	0.249343221899319	3.82963869934042	0.000128331536364877	0.00164338863639294	NOT
ENSG00000178573	4050.70102816889	1.06830077385607	0.279287717442137	3.82509042517204	0.000130724096076711	0.00164338863639294	UP
ENSG00000183161	420.54389785814	-0.685428327156725	0.179785382056279	-3.81248085532429	0.000137578888744774	0.00166139829553639	NOT
ENSG00000163513	9427.65256526759	0.785793770382937	0.20627630460668	3.8094233454553	0.000139291282167855	0.00166139829553639	NOT
ENSG00000100146	332.059353018392	1.3419463321598	0.352426800834878	3.80773065209801	0.00014024790806476	0.00166139829553639	UP
ENSG00000171940	12535.5067502159	-0.826794157075741	0.217532581131402	-3.80078309545874	0.000144239522924737	0.00167644426644599	NOT
ENSG00000178691	3166.52064372689	-0.441623704341102	0.116339786883731	-3.79598172018709	0.000147060334843745	0.00167757715303235	NOT
ENSG00000145675	7787.96520830769	0.867265441254362	0.232121221323667	3.73626089122225	0.000186776885606707	0.00209190111879511	NOT
ENSG00000154582	1113.87617465188	-0.563085907668823	0.151529142245752	-3.71602385734885	0.000202382481435898	0.00221275627251754	NOT
ENSG00000124762	1711.79991402323	1.11109796159349	0.299316873649117	3.71211267860565	0.000205536443085174	0.00221275627251754	UP
ENSG00000121067	2391.97370935168	0.592648492600746	0.159850909268081	3.7075077978245	0.000209308973527704	0.00221275627251754	NOT
ENSG00000088256	1076.38857230441	0.679913761866007	0.183544841261715	3.70434688979639	0.000211936071556063	0.00221275627251754	NOT
ENSG00000183779	3209.38714251493	1.00292772694513	0.273099226040721	3.67239314986411	0.000240289631362008	0.00246697354864995	UP
ENSG00000153094	1189.12316198202	-0.618907703845397	0.168885286300678	-3.66466325990952	0.000247664218898995	0.00250100260396362	NOT
ENSG00000019991	859.93448976657	1.15101348765527	0.314557856201887	3.65914716470006	0.000253055995750102	0.00251423376422682	UP
ENSG00000043093	2003.96689897849	-0.463218510757387	0.12704570767776	-3.64607761430475	0.000266273582270336	0.00260356391553218	NOT
ENSG00000087586	829.945625195263	-1.26614837878776	0.350190849854952	-3.61559526558788	0.000299658248125178	0.00285388532197285	DOWN
ENSG00000102755	2870.16371729697	0.785204792052367	0.21724846065858	3.61431694232517	0.000301140496636746	0.00285388532197285	NOT
ENSG00000148400	14013.3271735835	0.600786104798383	0.167632227468211	3.58395347882801	0.000338432389417759	0.00310959703629293	NOT
ENSG00000146278	13905.4534127558	0.759255663140159	0.212028249401665	3.58091747341568	0.000342389796933538	0.00310959703629293	NOT
ENSG00000096968	4501.31243838947	0.824981583461936	0.230425769160234	3.58024879972629	0.000343267205305064	0.00310959703629293	NOT
ENSG00000135679	5583.93940614624	-0.68552276199681	0.191884545428706	-3.57257933652355	0.000353482342475626	0.00311790279950708	NOT
ENSG00000196159	11806.0608049086	0.977246021087086	0.273587474050243	3.57196916444947	0.000354307136307623	0.00311790279950708	NOT
ENSG00000204301	3169.22443252179	0.960266984621469	0.269783555080188	3.5593977710615	0.000371706186749751	0.00322494381743446	NOT
ENSG00000128944	525.341483016262	-0.850256892609145	0.239458839281768	-3.55074339773551	0.000384144750132247	0.00328657175113145	NOT
ENSG00000135111	2034.0121158399	1.2203000354129	0.345138096987997	3.53568628343959	0.000406717376698451	0.00343202608282529	UP
ENSG00000076685	2822.92398911717	-0.443675523575837	0.126071534694157	-3.51923631811235	0.00043279101290185	0.00360269275604783	NOT
ENSG00000133639	3088.95713723409	0.617460582152216	0.175989509299214	3.50850789124267	0.000450627865650778	0.00370115686987839	NOT
ENSG00000051382	4978.81299629351	-0.565809633824569	0.162182411301032	-3.4887237727299	0.000485332401085184	0.00393077103071564	NOT
ENSG00000131747	8299.66354604297	-1.3104389568223	0.375976243532994	-3.48543020832459	0.000491346378839455	0.00393077103071564	DOWN
ENSG00000263001	2380.19944995317	-0.518058524067103	0.148803638184994	-3.48149097956227	0.000498630576000928	0.00393790301046887	NOT
ENSG00000167522	12825.4426747277	0.437386062469257	0.126065103799223	3.46952526343735	0.000521379031217498	0.00406543649658201	NOT
ENSG00000101773	3822.27529447846	-0.699214955949663	0.202966566503795	-3.44497602730343	0.000571110040107823	0.00439754730883024	NOT
ENSG00000171552	211.752835911647	-0.594842046949956	0.172921828093373	-3.43994771226198	0.000581826581165462	0.00442475523454228	NOT
ENSG00000149554	737.704862406832	-0.879643101927154	0.257928932900246	-3.41040879763324	0.000648655743124683	0.00487282850932689	NOT
ENSG00000112761	104.319084679251	-1.2853701162134	0.379813380891878	-3.38421493522711	0.000713820998391384	0.00529775584348304	DOWN
ENSG00000144554	2051.57724118667	-0.80613642697477	0.238871000629604	-3.37477728501994	0.000738754507639974	0.00541753305602648	NOT
ENSG00000128052	2549.33038548106	0.894445451129659	0.267230928981051	3.34708805803345	0.000816652642319568	0.00591832973728063	NOT
ENSG00000152256	1268.83653517857	-0.661378143176826	0.197924782062671	-3.34156307403388	0.00083308086063908	0.00596485555290503	NOT
ENSG00000085276	8543.42651558302	-0.96910625046336	0.290295042958918	-3.33834928969319	0.000842777349175152	0.00596485555290503	NOT
ENSG00000102935	3261.79232883175	0.945045257898823	0.283365696282627	3.33507291212921	0.000852770364528359	0.00596485555290503	NOT
ENSG00000131759	1489.69828557018	0.530626091542906	0.159244783517504	3.33214112149915	0.000861805428909979	0.00596485555290503	NOT
ENSG00000178295	1582.54813858569	-0.734324936952685	0.220922833934574	-3.32389786910914	0.000887686983744789	0.00607572424429766	NOT
ENSG00000007312	35.6413692546569	1.18651755517038	0.359238926751199	3.30286465862909	0.000957025655923209	0.00647832751701865	UP
ENSG00000115163	175.044630336683	-1.27022539107821	0.385723830471516	-3.29309544998934	0.0009909082842895	0.00659108673022494	DOWN
ENSG00000134853	3421.54303248963	0.850375444346873	0.258338186965262	3.29171406804531	0.000995787988312069	0.00659108673022494	NOT
ENSG00000187098	2090.28446878848	0.933223466633898	0.283749062244993	3.28890414385982	0.00100578271532653	0.00659108673022494	NOT
ENSG00000128513	1528.1035394991	-0.396730980381735	0.121086094612176	-3.27643716359353	0.00105125702275814	0.00681657185283171	NOT
ENSG00000168769	8843.69919490015	0.351441465485653	0.107775121529496	3.26087746873448	0.00111068025090119	0.00712686494328262	NOT
ENSG00000140525	2375.95937140799	-0.771449482037384	0.236923119259184	-3.25611736182424	0.00112947054437655	0.00717272015810264	NOT
ENSG00000131653	3971.8469224739	-0.446982041499533	0.137575091453681	-3.24900413858728	0.00115809793243896	0.00723122015918176	NOT
ENSG00000141027	19394.5040860262	0.346547955427567	0.106726772489192	3.24705739099027	0.00116604874069506	0.00723122015918176	NOT
ENSG00000162434	10923.505862979	0.391234875041765	0.120559979130721	3.24514716958896	0.00117389937649055	0.00723122015918176	NOT
ENSG00000113916	6887.83030366026	0.689566164458632	0.214506016814272	3.21467050062137	0.0013059433263291	0.00788208569982559	NOT
ENSG00000172175	2367.87185636424	-0.452981918995514	0.140978367091804	-3.21313069756677	0.0013129652755	0.00788208569982559	NOT
ENSG00000120875	493.124002790698	-1.05208535815127	0.327543975878372	-3.21204307094917	0.00131794614786045	0.00788208569982559	DOWN
ENSG00000135333	528.597284541175	1.80296447392471	0.565845067523385	3.18632179973928	0.00144094225010994	0.0085348117891127	UP
ENSG00000149948	465.359866875514	-1.61398606113527	0.507646969876641	-3.17934737506159	0.00147607080280932	0.00865961537648131	DOWN
ENSG00000135446	1657.07367963	-0.432642575191455	0.136658712439747	-3.16586163785354	0.00154624323755839	0.0089805048055513	NOT
ENSG00000086570	5106.90504363209	-1.54146075328812	0.487295451186416	-3.16329805569729	0.00155992534771751	0.0089805048055513	DOWN
ENSG00000204252	707.803587855073	-1.00528057011095	0.318669045133243	-3.15462259502054	0.00160705843968844	0.00916618517451924	DOWN
ENSG00000146648	5265.73193207183	0.650823784880323	0.207438258055949	3.13743371632434	0.00170433805521707	0.00963185543131847	NOT
ENSG00000153944	1537.23303654755	-0.517882270091163	0.165284726731218	-3.13327359601308	0.0017286822402721	0.00968062054552378	NOT
ENSG00000104320	4682.45460176246	-0.472042047514534	0.151239347477389	-3.1211589800406	0.00180140754630882	0.00999700043717326	NOT
ENSG00000196591	3721.75050405236	-0.480923492425616	0.156272835444916	-3.07746059036048	0.00208772442172351	0.0114824843194793	NOT
ENSG00000010810	2245.19190255076	0.565961432991792	0.184093101439418	3.07432178917383	0.00210981729396136	0.011501304894515	NOT
ENSG00000049618	13832.2654875464	0.329450248752121	0.107373178696632	3.06827322010217	0.00215299672839781	0.0116337367078338	NOT
ENSG00000117318	1562.76594838285	0.857644988586944	0.280384910940764	3.05881292152749	0.00222215869294228	0.011903041346543	NOT
ENSG00000012048	2331.90128799269	-0.79646569241838	0.261196106436438	-3.04930155079552	0.00229374118474238	0.0121805566362181	NOT
ENSG00000111276	1103.13554078871	0.524329467847999	0.172281763135381	3.04344150132696	0.00233888909896068	0.0122545845513052	NOT
ENSG00000277775	1302.94438776506	-1.12443571622382	0.369595730487444	-3.0423395712414	0.00234746911859418	0.0122545845513052	DOWN
ENSG00000137193	2944.79072531891	0.614524868615115	0.202495129038999	3.03476370780634	0.00240724205026556	0.0124610176719629	NOT
ENSG00000165699	3901.96862644235	0.329736232764918	0.108887949506484	3.02821601710189	0.00246002169428748	0.0126281113640091	NOT
ENSG00000134258	990.500395211262	-1.87603084722029	0.621228992907174	-3.0198700779257	0.00252883137771182	0.0128740506501693	DOWN
ENSG00000205755	26.6975887306421	1.34587859075646	0.44732675117827	3.00871474198979	0.00262355320176426	0.0132467932154655	UP
ENSG00000115904	10445.2694442313	-0.422508859157831	0.141774085511271	-2.9801557713045	0.0028810183801	0.0144285148141593	NOT
ENSG00000080546	1372.53427777669	0.523887125304709	0.176242927404754	2.97252850380524	0.00295357784060115	0.0146726124984702	NOT
ENSG00000164754	7692.03632051735	-0.470135935690236	0.158557537677	-2.96508095785366	0.0030260328489918	0.0149122898798316	NOT
ENSG00000044524	1232.3615547782	1.36015420602037	0.460892633812793	2.9511302768463	0.00316613344082333	0.0154788745995807	UP
ENSG00000156976	13028.4144697985	-0.336252705608986	0.114213764269293	-2.9440646472011	0.00323932328377353	0.0156457924213624	NOT
ENSG00000112242	1224.58830651145	-0.574293072441215	0.19514238159347	-2.94294385336349	0.00325107374989349	0.0156457924213624	NOT
ENSG00000263528	875.207839749431	-0.676717070585479	0.231209247337502	-2.92685988289066	0.00342403103484845	0.0163504117633073	NOT
ENSG00000118058	19990.0259966031	0.265749699924833	0.0909299670584488	2.92257556580892	0.00347149372753375	0.0164495395089292	NOT
ENSG00000183765	659.525352278473	-0.545503584662047	0.188700439694858	-2.89084426906564	0.00384208456798459	0.0180665961364771	NOT
ENSG00000082701	2891.20251974736	-0.289102687496284	0.100720497670263	-2.87034609819685	0.00410022739780453	0.0191343945230878	NOT
ENSG00000138413	2696.75679860295	-0.5239881056107	0.183119970929682	-2.8614470772929	0.00421711903900319	0.019486222494861	NOT
ENSG00000150347	14315.8909764598	0.594519477912208	0.2078874122209	2.85981470239513	0.00423888606219379	0.019486222494861	NOT
ENSG00000178568	3279.38731100113	-1.49367965213329	0.525433537309781	-2.84275659254818	0.00447252132333533	0.0204079491494412	DOWN
ENSG00000133818	1189.50429956677	-0.457987459041723	0.162083125620606	-2.82563318845264	0.00471872661134522	0.0213730558278578	NOT
ENSG00000074181	28695.6899189902	0.723214647528895	0.256517129791772	2.81936199783603	0.00481192171999057	0.0216360859818554	NOT
ENSG00000102699	9607.59539345062	-0.397230969985418	0.141473883070494	-2.80780424884135	0.00498805369033931	0.0222655150235436	NOT
ENSG00000204209	2770.13351660737	-0.267554849393209	0.0957569984686759	-2.79410229718856	0.00520440123856712	0.0230641090860241	NOT
ENSG00000143252	1458.17427156471	-0.524054425995585	0.188303512989243	-2.7830305323381	0.00538537379024861	0.0236956446770939	NOT
ENSG00000047936	236.559497478763	-1.59024042947883	0.574512665723369	-2.76798149867864	0.00564046575861459	0.0246420348035928	DOWN
ENSG00000095015	6424.17995390632	-0.437742339899603	0.160182266236306	-2.7327765437769	0.00628029244716948	0.0272440855454676	NOT
ENSG00000066468	4197.89612981739	-0.742024955436264	0.272018538921232	-2.72784700035144	0.00637491687335723	0.0274611803775388	NOT
ENSG00000171094	1077.44387744162	-1.08720691090031	0.402198815696536	-2.70315791213225	0.00686841071497171	0.0291881161757813	DOWN
ENSG00000186350	2826.92026067004	0.439698029081627	0.1626671882877	2.70305298634631	0.00687057929462385	0.0291881161757813	NOT
ENSG00000173575	7359.14532739636	0.206422205432572	0.0767705480915225	2.68882026459528	0.00717050156685056	0.0300955148876883	NOT
ENSG00000116285	6605.70671308842	0.807658810747902	0.300435815841461	2.68829070357611	0.00718188423456197	0.0300955148876883	NOT
ENSG00000273983	1183.57878907013	-1.03777531009718	0.387338558018824	-2.67924607197704	0.00737881457743388	0.0307118228358059	DOWN
ENSG00000006062	1432.56492737385	0.43768892825169	0.163555683060719	2.67608511096005	0.00744877264905711	0.0307471563254388	NOT
ENSG00000197275	94.0314059185407	-0.959412974798037	0.358744461185822	-2.67436317100679	0.0074871322221036	0.0307471563254388	NOT
ENSG00000286522	3682.13769102703	-0.925909448051113	0.346607460539588	-2.67134887001476	0.00755470833486505	0.0308192075117674	NOT
ENSG00000157404	1239.16044568469	1.0770433539005	0.403919973136713	2.66647708836115	0.00766508309096722	0.0310637577897093	UP
ENSG00000141736	9846.44554870276	-0.509876628917662	0.191431769190405	-2.66349013580144	0.00773346792157537	0.0311355326392622	NOT
ENSG00000175387	4345.23115807048	-0.244094622861242	0.0917199603009591	-2.66130318918912	0.00778388315981556	0.0311355326392622	NOT
ENSG00000179348	1101.13067758196	1.17144250756735	0.44189398072727	2.65095828107771	0.0080263754976652	0.0318983697197533	UP
ENSG00000187790	1869.097220841	-0.343906003226309	0.130245716571352	-2.64044002581773	0.00827984459754491	0.0326947709749209	NOT
ENSG00000204983	308.225660902351	-1.54721698188202	0.586683501103188	-2.63722599829834	0.00835871227584707	0.0327959666364446	DOWN
ENSG00000184371	2333.79129444879	0.507848691395268	0.192991112573888	2.63146154567525	0.0085018487867448	0.0331464484343975	NOT
ENSG00000066117	2324.97828340713	-0.255817869261413	0.0975744458107921	-2.62177117313556	0.00874741414292228	0.0338893529059127	NOT
ENSG00000145147	6096.25408201262	0.663137125030327	0.255084546887516	2.59967580600933	0.00933118679407215	0.0359250691571778	NOT
ENSG00000101966	2003.48460500666	-0.305938326071858	0.119737079662581	-2.55508424736926	0.0106162099520477	0.040618542425226	NOT
ENSG00000174371	628.798762264968	-1.03243555612616	0.405543061782305	-2.54580993591347	0.010902453163779	0.0412301386744571	DOWN
ENSG00000174775	796.161642002164	-0.43953199685793	0.172665397143235	-2.54557082154286	0.0109099230583385	0.0412301386744571	NOT
ENSG00000168646	1090.34704708995	0.633826543751594	0.249267423631362	2.54275723043919	0.0109981614436721	0.0413101673737926	NOT
ENSG00000242574	702.822353733696	-0.694942582383461	0.274361986851952	-2.53294047895366	0.0113110157569627	0.0422277921593274	NOT
ENSG00000023445	4922.15333904595	-0.900310107362958	0.356465770399991	-2.52565654860133	0.0115482317222462	0.0428451304018419	NOT
ENSG00000099949	91.3199046332287	0.490835977398819	0.1946146538529	2.52209156752307	0.0116659336491791	0.0428451304018419	NOT
ENSG00000104884	1303.13970328525	-0.357576095166352	0.141809963830744	-2.52151601697842	0.0116850355641387	0.0428451304018419	NOT
ENSG00000077782	12018.9297170983	0.62663381185866	0.249726360186575	2.50928180505451	0.0120976929157739	0.0440957327580871	NOT
ENSG00000160410	2979.48815564572	-0.31708521198131	0.126762908709845	-2.50140372454772	0.0123702071016637	0.0446638785501797	NOT
ENSG00000124151	7663.53758117621	-0.360762914034944	0.144270976166903	-2.50059245192594	0.0123985766754557	0.0446638785501797	NOT
ENSG00000275379	1423.06796390174	-0.862522896090769	0.345327366345971	-2.49769633150545	0.0125003223659546	0.0447685963803957	NOT
ENSG00000129667	2636.88546386879	-0.509562544507687	0.204535372255358	-2.49131746205497	0.0127270345567801	0.0453170710229857	NOT
ENSG00000079277	1311.05282627105	0.318088200751442	0.127914223073587	2.48673050664937	0.0128923019582639	0.0456417126798309	NOT
ENSG00000102466	82.220144697342	1.04412469612344	0.42148845992553	2.47723198947824	0.0132405808479738	0.0466068445848679	UP
ENSG00000158373	2839.8243970498	-0.573182114583398	0.232156927511435	-2.46894254126948	0.013551297580497	0.0474295415317395	NOT
ENSG00000117020	2791.29449182401	0.759779454315244	0.308699862771008	2.46122381621803	0.0138463957831518	0.0481885864543587	NOT
ENSG00000132002	6642.83621422117	0.522268426835377	0.213284162557529	2.44869764624228	0.0143373744839832	0.0496169813603015	NOT
ENSG00000158169	1653.47066895561	0.426386980680627	0.174654836117025	2.44131219129216	0.0146339978577329	0.0502276490910281	NOT
ENSG00000171105	8166.13960942907	0.355929482871092	0.145857514370069	2.44025468559699	0.014676910448677	0.0502276490910281	NOT
ENSG00000141448	2469.02149221647	0.796253379525422	0.326980990947497	2.43516718576853	0.0148849105299715	0.0506580380467539	NOT
ENSG00000039068	5669.13818512164	-0.887963397897753	0.366521905070767	-2.42267484047456	0.0154067099294672	0.0521457874535812	NOT
ENSG00000115392	1621.82912478107	-0.299054220131012	0.123962754019237	-2.41245221193297	0.0158456145248	0.0531582553670973	NOT
ENSG00000005339	27055.8721092517	0.257789034760142	0.106891105284624	2.41169771866157	0.0158784399148472	0.0531582553670973	NOT
ENSG00000102882	3060.44737728371	0.2993640965049	0.124532438561527	2.40390455661875	0.0162210077152349	0.0540115716355929	NOT
ENSG00000065526	25919.9672859084	0.300032823793207	0.125035698388221	2.3995773020089	0.0164140137009574	0.0543603894612353	NOT
ENSG00000150457	3341.96624268393	0.464283251035251	0.193691074386694	2.39702966440433	0.0165285855252603	0.0544471052596808	NOT
ENSG00000139687	4855.32417514588	-0.250555574533718	0.10530164809637	-2.37940791111279	0.017340475161193	0.0568177271239089	NOT
ENSG00000105426	21810.3782334908	0.539012344654631	0.226754351422367	2.37707607935	0.0174504884988937	0.0568756662186166	NOT
ENSG00000278828	1584.2839861315	-0.753444248193619	0.322131033114306	-2.33893717382474	0.0193386852412988	0.0623387872072114	NOT
ENSG00000176105	2547.78347053856	-0.345210006089717	0.147677922332979	-2.33758709925069	0.0194086778178394	0.0623387872072114	NOT
ENSG00000196584	368.501063214268	-0.82047983165206	0.351056758654469	-2.33717144428951	0.0194302713373126	0.0623387872072114	NOT
ENSG00000140836	14539.5068302306	0.386762037507086	0.166265824810503	2.32616677508975	0.0200096553837016	0.063865014074405	NOT
ENSG00000171791	4147.28814616805	0.55365587465995	0.238455532479453	2.32184117895296	0.0202414890318875	0.0642719445548591	NOT
ENSG00000068078	1190.81096527816	-0.879320810114635	0.379251464262236	-2.31856932134775	0.0204184001729627	0.0645012025976669	NOT
ENSG00000143970	6451.16070857193	-0.208798570289853	0.0901911049254856	-2.31506832588823	0.0206091931158285	0.064771749792604	NOT
ENSG00000109452	2212.28111772965	0.612983167225367	0.265566339237688	2.30821108196522	0.0209873990991969	0.0652272615523394	NOT
ENSG00000147889	939.132198626105	-1.07090820085052	0.46423074453297	-2.30684463160208	0.0210634831194677	0.0652272615523394	DOWN
ENSG00000151247	1588.34108493024	-0.374820266160203	0.162492294553942	-2.30669563248598	0.0210717939105772	0.0652272615523394	NOT
ENSG00000254087	1593.20367543951	-0.499162194352442	0.216982405231023	-2.30047313661668	0.0214214295063219	0.0659780028794715	NOT
ENSG00000157873	2110.97297274319	0.433792940878953	0.189001971370586	2.29517680547571	0.0217229938705139	0.0665739513643611	NOT
ENSG00000105173	946.461860807521	-0.945347725798511	0.413778293993951	-2.28467210465209	0.0223320614855382	0.0681017320549087	NOT
ENSG00000215301	12688.6003460815	0.293035711481588	0.129123247693394	2.26942643339802	0.023242406240054	0.0704191573098079	NOT
ENSG00000121879	5193.17925777677	-0.249630221950747	0.110059405774663	-2.26814073902819	0.0233206300181831	0.0704191573098079	NOT
ENSG00000256043	1045.51587093842	0.425248493008201	0.188312494713841	2.25820646502723	0.0239327903926461	0.0719151164969268	NOT
ENSG00000122641	1131.31485644376	-0.908634588632549	0.402830050525213	-2.25562762124589	0.02409396188091	0.072047963682721	NOT
ENSG00000198286	1210.8144471467	-0.61423744924698	0.27265513865036	-2.25279982723762	0.0242717731024297	0.07222904459467	NOT
ENSG00000085185	4047.43659977832	0.330721836879626	0.147071869560019	2.24870900104156	0.0245310161420526	0.0726495478053095	NOT
ENSG00000074266	1416.320461614	-0.254481630620965	0.113394384740946	-2.24421721765447	0.0248184287642188	0.0731490531998027	NOT
ENSG00000136492	1026.21226889102	-0.734744177429482	0.327846051851597	-2.24112559318565	0.0250179408242179	0.0733859597510391	NOT
ENSG00000150907	4373.43111562739	0.392536525342706	0.176533233203715	2.22358429752277	0.0261764259994694	0.0764202768515315	NOT
ENSG00000132170	819.088965969625	0.733607841857549	0.330835251412717	2.21744157771861	0.0265929311642721	0.0770510155968186	NOT
ENSG00000163435	4184.27094741751	-0.837143468891302	0.377650640280821	-2.21671401978507	0.0266426401333155	0.0770510155968186	NOT
ENSG00000136238	5448.59757661361	-0.27822874348756	0.125923432520227	-2.20950730073903	0.0271393751686388	0.078120818242437	NOT
ENSG00000182578	5595.36570962565	0.457338969786467	0.207591333312849	2.20307352184707	0.0275895670839236	0.079047317784637	NOT
ENSG00000062822	1741.2733754426	-0.401294751561741	0.18238329529545	-2.20028238283373	0.02778686641711	0.0792440264487951	NOT
